topic	playlist	track	audio	transcript
Family	Family Conflicts	What are common family conflicts?	https://audiopedia.wiki/images/En-02-10-01.mp3	 Modern times have brought about many changes to traditional attitudes and values in many countries. Being a good wife and mother is still considered to be very important by most women (and their families). But nowadays, many women do not just want to stay at home and take care of household chores and family issues - they  also want to work to earn money. Doing so adds to the workload of women and often makes it difficult for them to live in peace and harmony with their husbands, children, and other family members.
Family	Family Conflicts	What are common marital conflicts?	https://audiopedia.wiki/images/En-02-10-03.mp3	 Common marital conflicts are: <br/> <ul><li> Conflicts about  roles</li><li>Conflicts about household chores</li><li>Conflicts about children</li><li>Conflicts about sex </li></ul> <li> Conflicts about  roles</li>  Conflicts about  roles <li>Conflicts about household chores</li> Conflicts about household chores
Family	Family Conflicts	Which harmful beliefs can cause family conflicts?	https://audiopedia.wiki/images/En-02-10-02.mp3	 Unfortunately, in many countries, gender inequality and unequal power relations between men and women still exist. This inequality is often rooted in harmful wrong beliefs, such as:  <br/> <ul><li> Men are superior to women. </li><li>Women are worthless and a burden to their families. </li><li>Men have proprietary rights over women. </li><li>What happens behind closed doors in the family setting is a private matter. </li></ul> <li> Men are superior to women. </li>  Men are superior to women.  <li>Women are worthless and a burden to their families. </li> Women are worthless and a burden to their families.  <li>Men have proprietary rights over women. </li> Men have proprietary rights over women.  <li>What happens behind closed doors in the family setting is a private matter. </li> What happens behind closed doors in the family setting is a private matter.  <p>Many families value boys more than girls because boys can contribute more to the family’s wealth, support their parents in old age, perform ceremonies after their parents die, and can carry on the family name. As a result, girls are often breastfed for a shorter time, are given less food and medical care, and receive little or no education.<br/><br/>In many communities, a woman cannot own or inherit property, earn money, or get credit. If she gets divorced, she may not be allowed to keep her children or her belongings. Even if a woman has legal rights, her community’s traditions may allow her little control over her life. Often a woman cannot decide how the family’s money is spent or when to get health care, and  cannot travel or participate in community decisions without her husband’s permission.<br/><br/>When women are denied the power in these ways they must depend on men to survive. As a result, they cannot easily demand things that contribute to a good life, they often lack power in their relationships with their husbands, often have little or no control over when and how many children to have, or over their husband’s relationships with other women. <br/><br/><br/></p> Many families value boys more than girls because boys can contribute more to the family’s wealth, support their parents in old age, perform ceremonies after their parents die, and can carry on the family name. As a result, girls are often breastfed for a shorter time, are given less food and medical care, and receive little or no education. <br/> <br/> In many communities, a woman cannot own or inherit property, earn money, or get credit. If she gets divorced, she may not be allowed to keep her children or her belongings. Even if a woman has legal rights, her community’s traditions may allow her little control over her life. Often a woman cannot decide how the family’s money is spent or when to get health care, and  cannot travel or participate in community decisions without her husband’s permission.
Family	Family Planning	Do hormonal methods of family planning have side effects?	https://audiopedia.wiki/images/En-02-04-19.mp3	 Because hormonal methods contain the same chemicals that a woman’s body makes when she is pregnant, these things may happen during the first few months: <br/> <ul><li> nausea</li><li>headaches</li><li>swelling of the breasts</li><li>weight gain</li><li>changes in monthly bleeding</li></ul> <li> nausea</li>  nausea <li>headaches</li> headaches <li>swelling of the breasts</li> swelling of the breasts <li>weight gain</li> weight gain <li>changes in monthly bleeding</li> changes in monthly bleeding
Family	Family Planning	How can I talk with my husband or partner about family planning?	https://audiopedia.wiki/images/En-02-04-05.mp3	 It is best if you can talk together with your husband or partner about choosing to use family planning and what method you will use. <br/> <br/> Some men do not want their wives to use family planning, often because they do not know very much about how different methods work. A man may worry about his wife’s health, because he has heard stories about the dangers of family planning. He may fear that if a woman uses family planning, she will have sex with another man. Or he may also think it is ‘manly’ to have lots of children. <br/> <br/> Try sharing the information in this chapter with your partner. It may help him understand that: <br/> <ul><li> family planning will allow him to take better care of you and your children.</li><li>child spacing is safer for you and your children.</li><li>family planning can make sex with him more pleasant, because neither of you will have to worry about an unplanned pregnancy. Being protected against unwanted pregnancy will not make you want to have sex with other men.</li></ul> <li> family planning will allow him to take better care of you and your children.</li>  family planning will allow him to take better care of you and your children. <li>child spacing is safer for you and your children.</li> child spacing is safer for you and your children. <li>family planning can make sex with him more pleasant, because neither of you will have to worry about an unplanned pregnancy. Being protected against unwanted pregnancy will not make you want to have sex with other men.</li>
Family	Family Planning	How do barrier methods of family planning work?	https://audiopedia.wiki/images/En-02-04-08.mp3	 Barrier methods prevent pregnancy by blocking the sperm from reaching the egg. They do not change the way the woman’s or man’s body works, and they cause very few side effects. Barrier methods are safe if a woman is breastfeeding. Most of these methods also protect against STIs, including HIV. When a woman wants to become pregnant, she simply stops using the barrier method.
Family	Family Planning	How do hormonal methods of family planning work?	https://audiopedia.wiki/images/En-02-04-17.mp3	 These methods contain hormones, called estrogen and progestin, that are similar to the estrogen and progesterone a woman makes in her own body. Hormonal methods include: <br/> <ul><li> Pills, which a woman takes every day.</li><li>Injections, which are given every few months.</li><li>Implants, which are put into a woman’s arm and last for several years.</li></ul> <li> Pills, which a woman takes every day.</li>  Pills, which a woman takes every day. <li>Injections, which are given every few months.</li> Injections, which are given every few months. <li>Implants, which are put into a woman’s arm and last for several years.</li> Implants, which are put into a woman’s arm and last for several years. <p>A woman controls hormonal methods and they can be used without a man knowing.<br/><br/>IMPORTANT! Hormonal methods do not protect against STIs or HIV.<br/><br/>Hormonal methods work by preventing the woman’s ovaries from releasing an egg. The hormones also make the mucus at the opening of the womb very thick, which helps stop the sperm from getting inside the womb.<br/><br/>Most birth control pills and some injections contain both estrogen and progestin. These are called ‘combination’ pills or injections. The two hormones work together to give excellent protection against pregnancy. However, some women should not use pills or injections with estrogen for health reasons, or because they are breastfeeding.<br/><br/>Progestin-only pills (also called mini-pills), implants, and some injections contain only one hormone - progestin. These methods are safer than combined pills or injections for women who should not use estrogen, or are breastfeeding. <br/><br/><br/></p> A woman controls hormonal methods and they can be used without a man knowing. <br/> <br/> IMPORTANT! Hormonal methods do not protect against STIs or HIV. <br/> <br/> Hormonal methods work by preventing the woman’s ovaries from releasing an egg. The hormones also make the mucus at the opening of the womb very thick, which helps stop the sperm from getting inside the womb. <br/> <br/> Most birth control pills and some injections contain both estrogen and progestin. These are called ‘combination’ pills or injections. The two hormones work together to give excellent protection against pregnancy. However, some women should not use pills or injections with estrogen for health reasons, or because they are breastfeeding.
Family	Family Planning	How do I choose on the best family planning method for me?	https://audiopedia.wiki/images/En-02-04-07.mp3	 Here are some questions you may want to consider when choosing the right method for you: <br/> <ul><li> How well does it prevent pregnancy (its effectiveness)?</li><li>How well does it protect against STIs, if at all?</li><li>How safe is it? If you have any of the health problems mentioned in this chapter, you may need to avoid some types of family planning methods.</li><li>How easy is it to use?</li><li>Is your partner willing to use family planning?</li><li>What are your personal needs and concerns? For example, do you have all the children you want, or are you breastfeeding your baby?</li><li>How much does the method cost?</li><li>Is it easy to get? Will you need to visit a health center often?</li><li>Will the side effects (the problems the method may cause) create difficulties for you?</li></ul> <li> How well does it prevent pregnancy (its effectiveness)?</li>  How well does it prevent pregnancy (its effectiveness)? <li>How well does it protect against STIs, if at all?</li> How well does it protect against STIs, if at all? <li>How safe is it? If you have any of the health problems mentioned in this chapter, you may need to avoid some types of family planning methods.</li> How safe is it? If you have any of the health problems mentioned in this chapter, you may need to avoid some types of family planning methods. <li>How easy is it to use?</li> How easy is it to use? <li>Is your partner willing to use family planning?</li> Is your partner willing to use family planning? <li>What are your personal needs and concerns? For example, do you have all the children you want, or are you breastfeeding your baby?</li> What are your personal needs and concerns? For example, do you have all the children you want, or are you breastfeeding your baby? <li>How much does the method cost?</li> How much does the method cost? <li>Is it easy to get? Will you need to visit a health center often?</li> Is it easy to get? Will you need to visit a health center often? <li>Will the side effects (the problems the method may cause) create difficulties for you?</li> Will the side effects (the problems the method may cause) create difficulties for you? <p>After reading about these methods, you can get more help with choosing one. It may also help to talk with your partner, other women, or a health worker about different methods.<br/><br/>Only you can decide which family planning method is right for you.<br/><br/><br/></p> After reading about these methods, you can get more help with choosing one. It may also help to talk with your partner, other women, or a health worker about different methods.
Family	Family Planning	How do I stop taking the pill?	https://audiopedia.wiki/images/En-02-04-27.mp3	
Family	Family Planning	How do I take combined birth control pills?	https://audiopedia.wiki/images/En-02-04-25.mp3	 The pill comes in packets of 21 or 28 tablets. If you have a 28-day packet, take one pill every day of the month. As soon as you have finished one packet, begin taking pills from another packet. (The last 7 pills in a 28-day packet are made of sugar. They have no hormones in them. These sugar pills help you to remember to take a pill each day.) <br/> <br/> If you have a 21-day packet, take a pill every day for 21 days, then wait 7 days before beginning a new packet. Your monthly bleeding will usually happen during the days you are not taking pills. But begin a new packet even if your monthly bleeding has not come. <br/> <br/> With both 21-day and 28-day packets, take the first pill on the first day of your monthly bleeding. This way you will be protected right away. If it is after the first day, you can start taking a pill on any of the first 7 days of your monthly cycle. But you will not be protected right away, so for the first 2 weeks you are taking the pill you should also use another family planning method or not have sex.
Family	Family Planning	How do I use a condom for women (female condom)?	https://audiopedia.wiki/images/En-02-04-12.mp3	 1. Carefully open the packet. <br/> <br/> 2. Find the inner ring, which is at the closed end of the condom. <br/> <br/> 3. Squeeze the inner ring together. <br/> <br/> 4. Put the inner ring in the vagina. <br/> <br/> 5. Push the inner ring up into your vagina with your finger. The outer ring stays outside the vagina. <br/> <br/> 6. When you have sex, guide the penis through the outer ring.
Family	Family Planning	How do I use a diaphragm?	https://audiopedia.wiki/images/En-02-04-14.mp3	 1. If you have spermicide, squeeze it into the center. Then spread a little bit around the edge with your finger. <br/> <br/> 2. Squeeze the diaphragm in half. <br/> <br/> 3. Open the lips of your vagina with your other hand. Push the diaphragm into your vagina. It works best if you push it toward your back. <br/> <br/> 4. Check the position of your diaphragm by putting one of your fingers inside your vagina and feeling for your cervix through the rubber of the diaphragm. The cervix feels firm, like the end of your nose. The diaphragm must cover your cervix. <br/> <br/> 5. If the diaphragm is in the right place, you will not be able to feel it inside you. <br/> <br/> 6. Leave the diaphragm in place for at least 6 hours after sex. <br/> <br/> You can leave the diaphragm in for up to 24 hours. It is OK to use the diaphragm during monthly bleeding, but you will need to remove it and clean it as often as you would change a cloth or pad. <br/> <br/> To remove the diaphragm:
Family	Family Planning	How do I use spermicide?	https://audiopedia.wiki/images/En-02-04-16.mp3	 1. Wash your hands with soap and water. <br/> <br/> 2. To use foam, shake the foam container rapidly, about 20 times. Then press the nozzle to fill the applicator.  <br/> <br/> To use jelly or cream, screw the spermicide tube onto the applicator. Fill the applicator by squeezing the spermicide tube.  <br/> <br/> To use vaginal tablets, remove the wrapping and wet them with water or spit on them. (DO NOT put the tablet in your mouth.)  <br/> <br/> 3. Gently put the applicator or vaginal tablet into your vagina, as far back as it will go. <br/> <br/> 4. If you are using an applicator, press in the plunger all the way and then take out the empty applicator. <br/> <br/> 5. Rinse the applicator with clean water and soap.
Family	Family Planning	How to use a condom for men?	https://audiopedia.wiki/images/En-02-04-10.mp3	 1. If the man is not circumcised, pull the foreskin back. Squeeze the tip of the condom and put it on the end of the hard penis. <br/> <br/> 2. Keep squeezing the tip while unrolling the condom, until it covers all of the penis. The loose part at the end will hold the man’s sperm. If you do not leave space for the sperm when it comes out, the condom is more likely to break. <br/> <br/> 3. After the man ejaculates, he should hold on to the rim of the condom and withdraw from the vagina while his penis is still hard. <br/> <br/> 4. Take off the condom. Do not let sperm spill or leak. <br/> <br/> 5. Tie the condom shut and dispose of it away from children and animals.
Family	Family Planning	What are common side effects of combined pills?	https://audiopedia.wiki/images/En-02-04-23.mp3	 Irregular bleeding or spotting (bleeding at other times than your normal monthly bleeding). Combined pills often make your monthly bleeding shorter and lighter. It is also normal to sometimes skip your monthly bleeding. This is the most common side effect of combined birth control pills. To reduce spotting, be extra careful to take the pill at the same time every day. If the spotting continues, talk with a health worker to see if changing doses of progestin or estrogen will help. <br/> If your monthly bleeding does not come at the normal time and you have missed some pills, continue to take your pills but see a health worker to find out if you are pregnant. <br/> <br/> Nausea, the feeling that you want to throw up, usually goes away after 1 or 2 months. If it bothers you, try taking the pills with food or at another time of day. Some women find that taking the pill just before going to sleep at night helps. <br/> <br/> Mild headaches in the first few months are common. A mild pain medicine should help. If the headache is severe or comes with blurred eyesight, this could be a serious warning sign. <br/> <br/> If you are bothered by any body changes after starting birth control pills, talk to a health worker. She might suggest a different pill. 
Family	Family Planning	What are other benefits of family planning?	https://audiopedia.wiki/images/En-02-04-03.mp3	 As well as saving lives, family planning has other benefits:  <br/> <ul><li> Mothers and babies will be healthier, because risky pregnancies are avoided.</li><li>Fewer children means more food for each child.</li><li>Waiting to have children can allow young women and men time to complete their education, get a better job and contribute more to their families and communities.</li><li>Fewer children can mean more time for yourselves and your children.</li></ul> <li> Mothers and babies will be healthier, because risky pregnancies are avoided.</li>  Mothers and babies will be healthier, because risky pregnancies are avoided. <li>Fewer children means more food for each child.</li> Fewer children means more food for each child. <li>Waiting to have children can allow young women and men time to complete their education, get a better job and contribute more to their families and communities.</li> Waiting to have children can allow young women and men time to complete their education, get a better job and contribute more to their families and communities. <li>Fewer children can mean more time for yourselves and your children.</li> Fewer children can mean more time for yourselves and your children. <p>Family planning can also help you and your partner enjoy sex more, because you are not afraid of unwanted pregnancy. And some methods have other health benefits. For example, condoms and spermicides can help protect against the spread of sexually transmitted infections (STIs), including HIV. Hormonal methods can help with irregular bleeding and pain during a woman’s monthly bleeding.<br/><br/>All of the family planning methods found in this chapter are used safely by millions of women. In fact, these methods are much safer than pregnancy and childbirth.<br/><br/><br/></p> Family planning can also help you and your partner enjoy sex more, because you are not afraid of unwanted pregnancy. And some methods have other health benefits. For example, condoms and spermicides can help protect against the spread of sexually transmitted infections (STIs), including HIV. Hormonal methods can help with irregular bleeding and pain during a woman’s monthly bleeding.
Family	Family Planning	What is family planning?	https://audiopedia.wiki/images/En-02-04-01.mp3	 
Family	Family Planning	What should I do if I miss a pill?	https://audiopedia.wiki/images/En-02-04-26.mp3	 If you miss pills you could get pregnant. <br/> <br/> If you forget 1 or 2 pills, take 1 pill as soon as you remember. Then take the next pill at the regular time. This may mean that you take 2 pills in one day. <br/> <br/> If you forget to take 3 pills, 3 days in a row, take 1 pill right away. Then take 1 pill each day at the regular time. <br/> <br/> If you are using a 28-day packet of pills, take only the hormone pills and skip the sugar pills, then start taking hormone pills from a new packet. If you are using a 21-day packet, start a new packet as soon as you finish the one you are taking now. Use condoms (or do not have sex) until you have taken a pill for 7 days in a row. <br/> <br/> If you forget to take more than 3 pills, stop taking the pills and wait for your next monthly bleeding. Use condoms (or do not have sex) for the rest of your cycle. Then start a new packet. <br/> <br/> Late or missed pills may cause some bleeding, like a very light monthly bleeding. <br/> <br/> If you have trouble remembering to take pills, try taking a pill when you do a daily task, like preparing the evening meal. Or take the pill when you see the sun go down or before you sleep. Keep the packet where you can see it every day. If you still forget to take your pills often (more than once a month), think about changing to a different method of birth control. 
Family	Family Planning	What should I know about combined pills (birth control pills with estrogen and progestin)?	https://audiopedia.wiki/images/En-02-04-21.mp3	 Birth control pills will protect you from pregnancy as long as you take one pill every day. There are many different brands of combined pillswith different types of estrogen and progestin in them and different amounts of each hormone. The most common combined pills are “low-dose” pills with 20, 30, or 35 micrograms (mcg) of estrogen. Low-dose pills and minipills are different - lowdose pills have both estrogen and progestin, while the minipill has only progestin. Never use a method that contains more than 50 micrograms of estrogen. <br/> <br/> Combined pills are usually available at family planning clinics, health posts, pharmacies, and through health workers.
Family	Family Planning	What should I know about condoms for men?	https://audiopedia.wiki/images/En-02-04-09.mp3	 The condom for men is a narrow bag of thin rubber that the man wears on his penis during sex. Because the man’s semen stays in the bag, the sperm cannot enter the woman’s body. <br/> <br/> Condoms offer a good protection from pregnancy. They are most effective when used with spermicide and water-based lubricant.  <br/> <br/> Condoms have no side effects. <br/> <br/> Condoms are the best protection against STIs and HIV. They can be used alone or along with any other family planning method. Condoms can be bought at many pharmacies and markets, and are often available at health posts and through AIDS prevention programs.  <br/> <br/> The condom must be put on the man’s penis when it is hard, but before it touches the woman’s genitals. If he rubs his penis on the woman’s genitals or goes into her vagina, he can make the woman pregnant or can give her an STI, even if he does not spill his sperm (ejaculate). <br/> <br/> If a condom breaks or comes off the penis, the woman should put spermicide in her vagina immediately. If possible, use emergency family planning. <br/> <br/> Remember: <br/> <ul><li> Use a condom every time you have sex.</li><li>A woman who is using another family planning method should also use condoms if she needs STI protection.</li><li>If possible, always use condoms made of latex. They give the best protection against HIV. Condoms made of sheepskin or lambskin may not protect against HIV.</li><li>Keep condoms in a cool, dry place away from sunlight. Condoms from old or torn packages are more likely to break.</li><li>Use a condom only once. A condom that has been used before is more likely to break.</li><li>Keep condoms within reach. You are less likely to use them if you have to stop what you are doing to look for them.</li><li>At first, many couples do not like to use condoms. But once they get used to it, they may even recognize benefits besides protecting against unwanted pregnancies and STIs. For example, condoms can help some men last longer before they come.</li><li>Be careful not to tear the condom as you open the package. Do not use a new condom if the package is torn or dried out, or if the condom is stiff or sticky. The condom will not work. Do not unroll the condom before putting it on. </li></ul> <li> Use a condom every time you have sex.</li>  Use a condom every time you have sex. <li>A woman who is using another family planning method should also use condoms if she needs STI protection.</li> A woman who is using another family planning method should also use condoms if she needs STI protection. <li>If possible, always use condoms made of latex. They give the best protection against HIV. Condoms made of sheepskin or lambskin may not protect against HIV.</li> If possible, always use condoms made of latex. They give the best protection against HIV. Condoms made of sheepskin or lambskin may not protect against HIV. <li>Keep condoms in a cool, dry place away from sunlight. Condoms from old or torn packages are more likely to break.</li> Keep condoms in a cool, dry place away from sunlight. Condoms from old or torn packages are more likely to break. <li>Use a condom only once. A condom that has been used before is more likely to break.</li> Use a condom only once. A condom that has been used before is more likely to break. <li>Keep condoms within reach. You are less likely to use them if you have to stop what you are doing to look for them.</li> Keep condoms within reach. You are less likely to use them if you have to stop what you are doing to look for them.
Family	Family Planning	What should I know about condoms for women (female condoms)?	https://audiopedia.wiki/images/En-02-04-11.mp3	 A female condom, which fits into the vagina and covers the outer lips of the vulva, can be put in the vagina any time before sex. It should be used only once, because it may break if it is reused. But if you do not have any other condoms, you can clean it and reuse it up to 5 times. The female condom should not be used with a male condom. <br/> <br/> Female condoms are larger than condoms made for men and are less likely to break. They work best when the man is on top and the woman is on the bottom during sex. <br/> <br/> The female condom is the most effective of the methods controlled by women in protecting against both pregnancy and STIs, including HIV. There are now 3 types of female condom available. The newest are less expensive. The VA female condom fits more closely to the woman’s body, so it is more comfortable and makes less noise during sex. <br/>
Family	Family Planning	What should I know about spermicide? (contraceptive foam, tablets, jelly, or cream)	https://audiopedia.wiki/images/En-02-04-15.mp3	 Spermicide comes in many forms - foam, tablets, and cream or jelly - and is put into the vagina just before having sex. Spermicide kills the man’s sperm before it can get into the womb. <br/> <br/> If used alone, spermicide is less effective than some other methods. But it is helpful when used as extra protection along with another method, like the diaphragm or condom. <br/> <br/> Spermicides can be bought in many pharmacies and markets. Some women find that some types of spermicides cause itching or irritation inside the vagina. <br/> <br/> Spermicides do not provide protection against any STI. Because spermicides can irritate the walls of the vagina, they may cause small cuts that allow HIV to pass more easily into the blood. <br/> <br/> When to insert spermicide: <br/> <br/> Tablets or suppositories should be put in the vagina 10 to 15 minutes before having sex. Foam, jelly, or cream work best if they are put in the vagina just before having sex.
Family	Family Planning	What should I know about the diaphragm?	https://audiopedia.wiki/images/En-02-04-13.mp3	 The diaphragm is a shallow cup made of soft rubber or thin silicone that a woman wears in her vagina during sex. The diaphragm covers the cervix so that the man’s sperm cannot get into her womb.  <br/> <br/> When a diaphragm is used correctly, it prevents pregnancy most of the time and may also give some protection against STIs. The diaphragm should be used with spermicide. If you do not have spermicide, you can still use the diaphragm, but it may not work as well to prevent pregnancy. <br/> <br/> Diaphragms come in different sizes, and are available at some health posts and family planning clinics. A health worker who has been trained to do pelvic exams can examine you and find the right size diaphragm. A diaphragm is effective only when using the correct size. <br/> <br/> Diaphragms can get holes, particularly after being used for more than a year. It is a good idea to check your diaphragm often. Replace it when the rubber gets dry or hard, or when there is a hole in it.
Family	Family Planning	What should I know about the pill (combined pills and Minipills)?	https://audiopedia.wiki/images/En-02-04-20.mp3	 The pills will not prevent pregnancy immediately. So, during the first 7 days on pills, use condoms or some other backup method to avoid pregnancy. <br/> <br/> If you must change to a lower dose pill, use a barrier method of family planning or do not have sex during the first month. <br/> <br/> Birth control pills will protect you from pregnancy as long as you take one pill every day. <br/> <br/> They may be dangerous for women with certain health problems.
Family	Family Planning	What types of family planning do exist?	https://audiopedia.wiki/images/En-02-04-06.mp3	 Once you have decided to use family planning, you must choose a method. To make a good decision you must first learn about the different methods, and their advantages and disadvantages. <br/> <br/> There are 5 main types of family planning methods: <br/> <ul><li> Barrier methods, which prevent pregnancy by keeping the sperm from reaching the egg.</li><li>Hormonal methods, which prevent the woman’s ovary from releasing an egg, make it harder for the sperm to reach the egg, and keep the lining of the womb from supporting a pregnancy.</li><li>IUDs, which prevent the man’s sperm from fertilizing the woman’s egg.</li><li>Natural methods, which help a woman know when she is fertile, so that she can avoid having sex at that time.</li><li>Permanent methods. These are operations which make it impossible for a man or a woman to have any children.</li></ul> <li> Barrier methods, which prevent pregnancy by keeping the sperm from reaching the egg.</li>  Barrier methods, which prevent pregnancy by keeping the sperm from reaching the egg. <li>Hormonal methods, which prevent the woman’s ovary from releasing an egg, make it harder for the sperm to reach the egg, and keep the lining of the womb from supporting a pregnancy.</li> Hormonal methods, which prevent the woman’s ovary from releasing an egg, make it harder for the sperm to reach the egg, and keep the lining of the womb from supporting a pregnancy. <li>IUDs, which prevent the man’s sperm from fertilizing the woman’s egg.</li> IUDs, which prevent the man’s sperm from fertilizing the woman’s egg.
Family	Family Planning	When should I STOP taking the pill and see a health worker?	https://audiopedia.wiki/images/En-02-04-24.mp3	 STOP taking the pill and see a health worker if you: <br/> <ul><li> have severe headaches with blurred vision (migraines) that begin after you start taking the pill.</li><li>feel weakness or numbness in your arms or legs.</li><li>feel severe pain in your chest and shortness of breath.</li><li>have severe pain in one leg.</li><li>have severe pain in the abdomen.</li></ul> <li> have severe headaches with blurred vision (migraines) that begin after you start taking the pill.</li>  have severe headaches with blurred vision (migraines) that begin after you start taking the pill. <li>feel weakness or numbness in your arms or legs.</li> feel weakness or numbness in your arms or legs. <li>feel severe pain in your chest and shortness of breath.</li> feel severe pain in your chest and shortness of breath. <li>have severe pain in one leg.</li> have severe pain in one leg. <li>have severe pain in the abdomen.</li>
Family	Family Planning	Which women should avoid any kind of hormonal method?	https://audiopedia.wiki/images/En-02-04-18.mp3	 Women who have breast cancer, or a hard lump in the breast. Hormonal methods do not cause cancer. But if a woman already has breast cancer, these methods can make it worse. <br/> <br/> Women who might be pregnant or whose monthly bleeding is late. <br/> <br/> Women who have abnormal bleeding from the vagina during the 3 months before starting hormonal methods. They should see a health worker to find out if there is a serious problem. <br/> <br/> <br/> Some hormonal methods are harmful for women with other health problems. Be sure to check each method to see if it is safe for you. If you have any of the health problems mentioned and still wish to use a method, talk to a health worker who has been trained in hormonal methods of family planning.
Family	Family Planning	Who should not take combined pills?	https://audiopedia.wiki/images/En-02-04-22.mp3	 Some women have health problems that make it dangerous for them to use the pill.  <br/> <br/> NEVER take the pill if you have any of the conditions listed above or if you: <br/> <ul><li> have liver disease hepatitis, or yellow skin and eyes.</li><li>have ever had signs of a stroke, paralysis, or heart disease.</li><li>have ever had a blood clot in the veins of your legs, or in your lungs or brain. Varicose veins are usually not a problem, unless the veins are red and sore.</li></ul> <li> have liver disease hepatitis, or yellow skin and eyes.</li>  have liver disease hepatitis, or yellow skin and eyes. <li>have ever had signs of a stroke, paralysis, or heart disease.</li> have ever had signs of a stroke, paralysis, or heart disease. <li>have ever had a blood clot in the veins of your legs, or in your lungs or brain. Varicose veins are usually not a problem, unless the veins are red and sore.</li> have ever had a blood clot in the veins of your legs, or in your lungs or brain. Varicose veins are usually not a problem, unless the veins are red and sore. <p>If you have any of the following health problems, try to use a method other than combined birth control pills. But if you cannot, it is still better to take the combined pill than to become pregnant. <br/><br/>Try not to take combined pills if you:</p> If you have any of the following health problems, try to use a method other than combined birth control pills. But if you cannot, it is still better to take the combined pill than to become pregnant.  <br/> <br/> Try not to take combined pills if you: <ul><li>are breastfeeding, be sure to wait until your milk is coming in well before starting to take the combined pills. This usually takes about 3 weeks.</li><li>smoke and are over 35 years old. You have a greater chance of having a stroke or heart attack if you take combined pills</li><li>have diabetes or epilepsy. If you are taking medicine for seizures (“fits”), you will need to take a stronger (50 micrograms of estrogen) birth control pill. Get medical advice from a health worker or doctor.</li><li>have high blood pressure (more than 140/90). If you have ever been told you have high blood pressure or think you might have it, have your blood pressure checked by a health worker. If you weigh too much, have frequent headaches, get out of breath easily, feel weak or dizzy often, or feel pain in the left shoulder or chest, you should be tested for high blood pressure.</li></ul> <li>are breastfeeding, be sure to wait until your milk is coming in well before starting to take the combined pills. This usually takes about 3 weeks.</li> are breastfeeding, be sure to wait until your milk is coming in well before starting to take the combined pills. This usually takes about 3 weeks. <li>smoke and are over 35 years old. You have a greater chance of having a stroke or heart attack if you take combined pills</li> smoke and are over 35 years old. You have a greater chance of having a stroke or heart attack if you take combined pills
Family	Family Planning	Why should family planning always be my choice?	https://audiopedia.wiki/images/En-02-04-04.mp3	 Some women want a lot of children - especially in communities where poor people are denied a fair share of land, resources, and social benefits. This is because children help with work and provide care for their parents in old age. In these places, having just a few children may be a privilege only wealthier people can afford. <br/> <br/> Other women may want to limit the number of children they have. This often happens where women have opportunities to study and earn income, and where they can negotiate with men in a more equal way.
Family	Family Planning	Why should I plan my family?	https://audiopedia.wiki/images/En-02-04-02.mp3	 Every year, half a million women die of problems from pregnancy, childbirth, and unsafe abortion. Most of these deaths could be prevented by family planning. For example, family planning can prevent dangers from pregnancies that are: <br/> <ul><li> too soon. Women under the age of 18 are more likely to die in childbirth because their bodies are not fully grown. Their babies have a greater chance of dying in the first year.</li><li>too late. Older women face more danger in child bearing, especially if they have other health problems or have had many children.</li><li>too close. A woman’s body needs time to recover between pregnancies.</li><li>too many. A woman with more than 4 children has a greater risk of death after childbirth from bleeding and other causes.</li></ul> <li> too soon. Women under the age of 18 are more likely to die in childbirth because their bodies are not fully grown. Their babies have a greater chance of dying in the first year.</li>  too soon. Women under the age of 18 are more likely to die in childbirth because their bodies are not fully grown. Their babies have a greater chance of dying in the first year. <li>too late. Older women face more danger in child bearing, especially if they have other health problems or have had many children.</li> too late. Older women face more danger in child bearing, especially if they have other health problems or have had many children. <li>too close. A woman’s body needs time to recover between pregnancies.</li>
Family	Family Planning - Natural and Permanent Methods	How can I make all natural family planning methods more effective?	https://audiopedia.wiki/images/En-02-05-07.mp3	 To make all natural family planning methods more effective: <br/> <br/> Have sex only on the days between the end of the fertile time and your next monthly bleeding. <br/> <br/> Use both the mucus method and the counting days method at the same time.
Family	Family Planning - Natural and Permanent Methods	How can I prevent pregnancy by breastfeeding for the first 6 months (Lactational Amenorrhea Method, LAM)?	https://audiopedia.wiki/images/En-02-05-02.mp3	 Breastfeeding under certain conditions can prevent the ovaries from releasing an egg. This method does not cost anything, but it is most effective for only the first 6 months after childbirth. <br/> <br/> Breastfeeding is an effective method of family planning only when these 3 conditions are true AT THE SAME TIME: <br/> <br/> 1. Your baby is less than 6 months old AND <br/> <br/> 2. You have not had your monthly bleeding since giving birth AND
Family	Family Planning - Natural and Permanent Methods	How do I use the mucus method?	https://audiopedia.wiki/images/En-02-05-09.mp3	 Do not have sex on any day you see or feel wetness or mucus. Or, if you want to have sex on those days, use a condom or a diaphragm without spermicide (these are the only methods that do not change the mucus). <br/> <br/> Do not have sex until 2 days after the last day of clear, slippery mucus. <br/> <br/> Do not have sex during your monthly bleeding. There is a small possibility you could be fertile and not be able to tell. <br/> <br/> Do not douche or wash out your vagina at any time. This will wash the mucus away.
